1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0.003081726,0.004520645,0.005020405
1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.003501746,0.004860243,0.005020055
1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0.00343811,0.004734916,0.00459633
1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0.00407829,0.00567831,0.006006494
1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0.003348062,0.00482486,0.00483972
1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.004003083,0.005008219,0.005557422
1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0.00388724,0.004815961,0.005832692
1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0.004876267,0.006071532,0.006168705
1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0.003701237,0.005238963,0.004502746
1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0.003546258,0.005015296,0.005622693
1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0.00398034,0.005351507,0.005011333
1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.004290939,0.005794729,0.005840531
1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0.004043599,0.004983728,0.00506927
1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0.004786154,0.005367644,0.005477743
1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0.004888197,0.0056449,0.005665942
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.004648213,0.005988576,0.005723996
1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0.003663536,0.004957722,0.005009687
1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.003961436,0.004971851,0.005523837
1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0.003934941,0.00499626,0.005256832
1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0.004489329,0.005623207,0.006711472
1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0.003999076,0.005162076,0.005005079
1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0.004123557,0.006329684,0.006674074
1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0.004472813,0.005230042,0.006513044
1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0.004874633,0.006004696,0.006475221
1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0.003962822,0.004576703,0.005575248
1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0.004195261,0.005206669,0.006003131
1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0.004257025,0.005935768,0.00654372
1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.004188371,0.005388802,0.006547061
1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.003933751,0.005840254,0.006234016
1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0.004429837,0.006095552,0.006988813
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0.004369867,0.006002892,0.006690695
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.004726581,0.006474675,0.006486385
1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0.003931435,0.004502223,0.004089085
1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.003746319,0.00466908,0.005123404
1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0.003626999,0.004697147,0.005093085
1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0.004163987,0.005644291,0.005771125
1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0.003633988,0.004774012,0.004543678
1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0.004026157,0.005478734,0.00553809
1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0.003915793,0.005375836,0.005404576
1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0.004210915,0.006118604,0.00591189
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0.003374202,0.005310734,0.00478774
1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.003741286,0.005031972,0.005305087
1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0.003846438,0.004915941,0.005137146
1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0.003932045,0.005695462,0.005820577
1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0.003482249,0.005770457,0.005562542
