channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15,channel16,3.99,3.95,3.9,Bit per symbol/diff modulation format
1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0.002335001,0.002340326,0.002365378,
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.002652111,0.002888022,0.00268449,
1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0.002873114,0.00281613,0.002729553,
1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0.002799495,0.002881582,0.00308842,
1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0.00225124,0.002244221,0.002374057,
1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0.002670526,0.002388799,0.002813522,
1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0.002657715,0.002847873,0.002737473,
1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.002870113,0.002637008,0.003101813,
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0.00249295,0.002819854,0.002409116,
1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0.002679883,0.002840738,0.00307814,
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.002631701,0.002621534,0.003041366,
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.003045966,0.002752112,0.003235848,
1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.002201053,0.002117657,0.002674283,
1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0.00242009,0.002624675,0.002708072,
1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0.00257798,0.002448617,0.00258517,
1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0.002868894,0.002517302,0.003126362,
1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0.002530686,0.002411026,0.002640924,
1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0.002800244,0.002492765,0.002710665,
1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.002674509,0.002711502,0.002654479,
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0.002872959,0.002776129,0.00302051,
1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.002485518,0.002520436,0.002441135,
1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.002756899,0.002377452,0.002929141,
1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.002608814,0.002589805,0.00286625,
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.003072091,0.003079506,0.00282326,
1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.002591378,0.002431802,0.003247864,
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0.002883062,0.002707077,0.003086294,
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.003080254,0.002630787,0.002858179,
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003235772,0.003175493,0.003084725,
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.002409402,0.002632505,0.002362907,
1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0.002844084,0.002640504,0.003030219,
1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0.002673287,0.002640873,0.003247125,
1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0.003215319,0.003166153,0.003232303,
1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0.002224934,0.002508293,0.002589459,
1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0.002714441,0.002494239,0.002707395,
1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0.002531827,0.002694159,0.002673141,
1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0.003012459,0.003098503,0.003289792,
1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0.002495236,0.002547949,0.002663228,
1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0.00322487,0.002955686,0.002962245,
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0.002878675,0.002650766,0.003262901,
1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0.003069133,0.00325055,0.003507452,
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.002525494,0.002297876,0.002363508,
1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0.002394811,0.002748735,0.00271088,
1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.002350558,0.002489701,0.003213094,
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0.003049137,0.003181483,0.003134772,
1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0.002644558,0.002617682,0.002439205,
1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0.002780846,0.002906104,0.003128675,
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0.002679155,0.002705767,0.003040467,
1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.003483049,0.003157817,0.003091333,
1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0.00260027,0.00247042,0.002707778,
1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0.002856332,0.002987627,0.002905977,
1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0.002699385,0.002639531,0.002891374,
1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0.002872321,0.003518201,0.003254578,
1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0.002499174,0.002890925,0.003173706,
1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0.002930271,0.002902931,0.003018717,
1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0.003012082,0.0029275,0.003081423,
1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0.003192327,0.003320792,0.00353276,
1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.002488425,0.002519747,0.002622276,
1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0.002614625,0.002325606,0.003193053,
1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0.002750595,0.00279021,0.003092916,
1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0.003437637,0.003267482,0.003164065,
1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0.002511158,0.002430923,0.002801656,
1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0.002884348,0.002582405,0.002902765,
1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0.002912197,0.002533903,0.002832936,
1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0.00300056,0.003030997,0.003030607,
1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0.002596423,0.002670434,0.002772804,
1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0.00294767,0.002952683,0.002763728,
1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0.002918035,0.003093788,0.003188593,
1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0.002982531,0.003654167,0.003238144,
1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0.002343387,0.002428371,0.002789849,
1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0.002623599,0.00290831,0.002799158,
1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0.002739577,0.002906143,0.002584384,
1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0.002887351,0.003142374,0.003167318,
1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0.002772704,0.002800034,0.002678461,
1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0.002692603,0.003198015,0.003140791,
1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0.003254198,0.003289595,0.003102663,
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0.003233061,0.003371473,0.003297806,
1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0.002546171,0.002651427,0.002610522,
1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0.002744801,0.002937332,0.002971237,
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0.0029209,0.003008058,0.003011087,
1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0.003006882,0.003103819,0.003104987,
1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0.002964591,0.003023243,0.003017458,
1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0.003089475,0.00327395,0.003151526,
1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0.00320921,0.003172381,0.00323806,
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.003777411,0.003735531,0.00386824,
1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.002456111,0.002667968,0.002457076,
1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0.002618614,0.002641565,0.002836743,
1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0.002762128,0.002657747,0.002544346,
1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0.003437451,0.00312559,0.003425914,
1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0.002411219,0.002433606,0.002233507,
1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0.002809408,0.002680542,0.002416248,
1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.002422057,0.002699791,0.002471214,
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0.003158187,0.002889702,0.003057903,
1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0.002778432,0.00271151,0.002601024,
1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.002962519,0.002634604,0.003042387,
1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0.002855757,0.00295838,0.003159335,
1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0.00316042,0.003313734,0.003325648,
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0.002452297,0.002231324,0.002339107,
1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0.00266178,0.002396147,0.002338458,
1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0.002532944,0.00247228,0.002570815,
1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0.002901154,0.002651115,0.003092882,
1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0.002383417,0.002409363,0.002640307,
1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0.002623015,0.002732568,0.002882743,
1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0.003024955,0.002617413,0.003071967,
1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0.003429021,0.002991591,0.003281302,
1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0.002409271,0.002417319,0.002547323,
1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0.002915583,0.002881806,0.002742554,
1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0.002727458,0.002670652,0.002808183,
1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0.003068153,0.00279446,0.003257619,
1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0.002557884,0.002569879,0.002941008,
1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.002891174,0.003179463,0.003501457,
1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0.00300406,0.002887096,0.00351625,
1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0.003790566,0.003340709,0.003429793,
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0.00241835,0.00247528,0.002725468,
1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0.003039787,0.002728089,0.003187141,
1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0.002887766,0.002684778,0.003229444,
1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0.003250388,0.003038063,0.003269206,
1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.00225575,0.002389275,0.002612585,
1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0.002597642,0.002646151,0.0032442,
1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0.002795296,0.002685657,0.003036209,
1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0.00280684,0.003104643,0.003233431,
1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0.002731684,0.002823786,0.002514352,
1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0.0028228,0.003106968,0.003134755,
1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0.002823702,0.002930805,0.00280344,
1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.003182736,0.003457956,0.002971234,
1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0.002467952,0.002640619,0.002793029,
1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0.002735332,0.002824124,0.002629266,
1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0.002795142,0.00307151,0.002738995,
1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0.003031941,0.002982607,0.003213151,
1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0.002709528,0.002900736,0.002743402,
1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0.002770721,0.002781313,0.002918788,
1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0.002816333,0.002762653,0.00293205,
1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0.003094745,0.003239042,0.003007137,
1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0.002584296,0.002718753,0.002487748,
1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0.002853271,0.002994202,0.003096074,
1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0.002879665,0.003018905,0.002848012,
1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.003213448,0.00327573,0.003210294,
1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0.002775989,0.002821195,0.002815318,
1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0.003243434,0.003295815,0.00299857,
1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0.002968638,0.003216526,0.003220729,
1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.003357725,0.003473729,0.003411005,
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0.002267461,0.002528791,0.002496508,
1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0.002732262,0.002849108,0.003010374,
1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0.00293997,0.002615701,0.003151431,
1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0.002961802,0.003354095,0.003676551,
1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0.002208002,0.002432757,0.002764947,
1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0.002496172,0.002369924,0.002712269,
1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.002441594,0.002241198,0.002648733,
1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0.002901886,0.002909669,0.003476857,
1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0.002845284,0.00268923,0.002677189,
1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.002991458,0.00307811,0.003211194,
1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0.002910457,0.002969581,0.003346871,
1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.003148463,0.003281144,0.003822176,
1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0.002240447,0.00239818,0.002712559,
1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0.002608055,0.002577083,0.002728449,
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0.002623767,0.002590697,0.002759662,
