channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15,channel16,3.99,3.95,3.9,Bit per symbol/diff modulation format
1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0.002339031,0.002351266,0.001988346,
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0.002375211,0.002718273,0.002280546,
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0.002320047,0.002456894,0.001847899,
1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0.002615322,0.002683354,0.002244892,
1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0.002497907,0.002518286,0.002361948,
1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0.002909693,0.002953753,0.002434459,
1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0.002419285,0.00252548,0.001869067,
1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0.002403081,0.002783456,0.002412505,
1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.002523365,0.002708388,0.002269026,
1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0.002896528,0.002930232,0.00269585,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0.002474811,0.002806331,0.002342377,
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0.003320062,0.002900564,0.00232144,
1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0.002624594,0.003027617,0.002918095,
1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0.002977959,0.00322219,0.002644171,
1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0.002074307,0.002154056,0.001739134,
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0.002176118,0.00241017,0.001951012,
1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0.00221899,0.002280962,0.001971432,
1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.002312007,0.002970198,0.002294446,
1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0.002016099,0.002334768,0.001904963,
1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0.002366558,0.002870732,0.002125806,
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0.002323729,0.00301775,0.002174594,
1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.002816087,0.002959187,0.002470846,
1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0.002379793,0.002237058,0.002713834,
1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0.002227293,0.002767419,0.003008092,
1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0.002329502,0.00289539,0.002911007,
1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0.002632488,0.003053889,0.00324584,
1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0.00230887,0.002642635,0.002934393,
1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0.002649545,0.002920498,0.003026243,
1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0.002470136,0.002794378,0.002950707,
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0.002878502,0.003286459,0.003486536,
1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0.002124066,0.002310975,0.002697974,
1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0.002234197,0.002693315,0.003074775,
1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.002157619,0.002622769,0.002683623,
1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0.002706402,0.002786548,0.003075384,
1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.002289881,0.002510228,0.00293505,
1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0.002609698,0.002769382,0.003414571,
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.002644164,0.002731451,0.003241558,
1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0.002778954,0.002764145,0.003436177,
1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0.002500312,0.002560736,0.002658988,
1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.002584522,0.002476578,0.002808294,
1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.002731296,0.002729856,0.003026154,
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0.00297297,0.003088762,0.003313074,
1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0.002538875,0.002638544,0.002972145,
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0.002974841,0.002880666,0.003107149,
1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.003193953,0.002942409,0.00320488,
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.003386311,0.003152403,0.003626858,
1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.001814864,0.001964879,0.002223629,
1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0.002051095,0.002293595,0.002510054,
1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0.002125927,0.002242641,0.002176188,
1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0.002625204,0.002425755,0.003204388,
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0.002007575,0.00235125,0.002339284,
1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0.002416564,0.002562823,0.002538168,
1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0.00262925,0.002374289,0.002845877,
1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0.002600766,0.003095337,0.003026541,
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0.002147323,0.00214668,0.002516374,
1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0.002400623,0.002397583,0.002637293,
1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0.002478489,0.002776498,0.002609293,
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0.002659472,0.002916731,0.002953569,
1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0.002386142,0.002297896,0.002545741,
1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0.002790794,0.002595375,0.003095538,
1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0.002463782,0.002713671,0.003092508,
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0.002704413,0.003205529,0.003372962,
1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0.002164501,0.002136621,0.002111803,
1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0.002132071,0.002446918,0.002690472,
1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0.002062038,0.00244256,0.002811128,
1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0.002466429,0.002902563,0.003244926,
1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0.002146614,0.002315211,0.002430377,
1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0.002587805,0.002515029,0.002828729,
1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0.002510383,0.002647084,0.002699484,
1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0.002823577,0.003192672,0.003357455,
1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0.002359591,0.002472971,0.002471977,
1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0.002512223,0.002553323,0.002868864,
1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0.002548745,0.002490645,0.002871077,
1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.002751132,0.002969145,0.003061801,
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0.00271777,0.002658627,0.002831591,
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0.00275991,0.002749061,0.00333091,
1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0.002690444,0.002733933,0.003146296,
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.002921337,0.003039765,0.003321922,
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.002156056,0.00227637,0.002261478,
1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0023345,0.00231918,0.002475733,
1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0.002039641,0.002215882,0.002210359,
1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0.002707577,0.002661671,0.00290274,
